2026-07-20 22:16:00,118 [INFO] CURR_VOL: 1092.1 | MEAN: 1023.3 | MEDIAN: 983.8 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1196.0 | MEAN: 991.2 | MEDIAN: 997.0 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,639 [INFO] CURR_VOL: 1298.6 | MEAN: 993.2 | MEDIAN: 998.7 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 641.3 | MEAN: 996.2 | MEDIAN: 999.2 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1054.7 | MEAN: 992.8 | MEDIAN: 998.7 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1098.3 | MEAN: 993.4 | MEDIAN: 999.2 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1001.1 | MEAN: 994.3 | MEDIAN: 999.7 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1098.1 | MEAN: 994.4 | MEDIAN: 1000.4 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 977.2 | MEAN: 995.4 | MEDIAN: 1001.1 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1068.2 | MEAN: 995.2 | MEDIAN: 1000.4 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1229.0 | MEAN: 995.8 | MEDIAN: 1001.1 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1209.7 | MEAN: 997.9 | MEDIAN: 1006.1 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1070.3 | MEAN: 999.8 | MEDIAN: 1011.2 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 895.4 | MEAN: 1000.4 | MEDIAN: 1012.4 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1019.3 | MEAN: 999.5 | MEDIAN: 1011.2 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1056.2 | MEAN: 999.7 | MEDIAN: 1012.4 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1181.5 | MEAN: 1000.2 | MEDIAN: 1013.6 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1286.2 | MEAN: 1001.7 | MEDIAN: 1014.6 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 934.3 | MEAN: 1004.1 | MEDIAN: 1015.6 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1242.2 | MEAN: 1003.5 | MEDIAN: 1014.6 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1014.9 | MEAN: 1005.5 | MEDIAN: 1015.6 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1066.1 | MEAN: 1005.6 | MEDIAN: 1015.3 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 851.9 | MEAN: 1006.0 | MEDIAN: 1015.6 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1064.7 | MEAN: 1004.8 | MEDIAN: 1015.3 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1030.6 | MEAN: 1005.3 | MEDIAN: 1015.6 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1253.5 | MEAN: 1005.5 | MEDIAN: 1017.0 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,641 [INFO] CURR_VOL: 1113.9 | MEAN: 1007.4 | MEDIAN: 1018.3 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 1189.5 | MEAN: 1008.3 | MEDIAN: 1018.8 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 1119.9 | MEAN: 1009.7 | MEDIAN: 1019.3 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 1076.7 | MEAN: 1010.5 | MEDIAN: 1022.6 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 1061.4 | MEAN: 1011.0 | MEDIAN: 1025.8 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 1314.9 | MEAN: 1011.4 | MEDIAN: 1026.2 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 1028.6 | MEAN: 1013.7 | MEDIAN: 1026.5 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 1132.6 | MEAN: 1013.8 | MEDIAN: 1027.5 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 766.0 | MEAN: 1014.7 | MEDIAN: 1028.6 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 1014.3 | MEAN: 1012.9 | MEDIAN: 1027.5 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 1238.0 | MEAN: 1012.9 | MEDIAN: 1026.5 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 828.6 | MEAN: 1014.5 | MEDIAN: 1027.5 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 825.9 | MEAN: 1013.2 | MEDIAN: 1026.5 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 1096.2 | MEAN: 1011.8 | MEDIAN: 1026.2 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 858.2 | MEAN: 1012.4 | MEDIAN: 1026.5 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 745.3 | MEAN: 1011.3 | MEDIAN: 1026.2 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 780.2 | MEAN: 1009.5 | MEDIAN: 1025.8 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 982.2 | MEAN: 1007.9 | MEDIAN: 1022.6 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 967.8 | MEAN: 1007.7 | MEDIAN: 1019.3 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 1277.6 | MEAN: 1007.4 | MEDIAN: 1018.8 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 1402.0 | MEAN: 1009.3 | MEDIAN: 1019.3 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 1182.4 | MEAN: 1011.9 | MEDIAN: 1022.6 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 843.4 | MEAN: 1013.1 | MEDIAN: 1025.8 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 972.3 | MEAN: 1011.9 | MEDIAN: 1022.6 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,643 [INFO] CURR_VOL: 859.6 | MEAN: 1011.7 | MEDIAN: 1019.3 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,645 [INFO] CURR_VOL: 1070.3 | MEAN: 1010.7 | MEDIAN: 1018.8 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,645 [INFO] CURR_VOL: 1148.0 | MEAN: 1011.1 | MEDIAN: 1019.3 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,645 [INFO] CURR_VOL: 1269.4 | MEAN: 1012.0 | MEDIAN: 1022.6 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,645 [INFO] CURR_VOL: 951.2 | MEAN: 1013.6 | MEDIAN: 1025.8 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,645 [INFO] CURR_VOL: 996.1 | MEAN: 1013.2 | MEDIAN: 1022.6 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,645 [INFO] CURR_VOL: 982.6 | MEAN: 1013.1 | MEDIAN: 1019.3 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,645 [INFO] CURR_VOL: 747.5 | MEAN: 1012.9 | MEDIAN: 1018.8 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,645 [INFO] CURR_VOL: 915.2 | MEAN: 1011.2 | MEDIAN: 1018.3 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,645 [INFO] CURR_VOL: 944.4 | MEAN: 1010.6 | MEDIAN: 1017.0 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,645 [INFO] CURR_VOL: 899.7 | MEAN: 1010.2 | MEDIAN: 1015.6 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,645 [INFO] CURR_VOL: 1235.1 | MEAN: 1009.5 | MEDIAN: 1015.3 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,645 [INFO] CURR_VOL: 794.5 | MEAN: 1010.9 | MEDIAN: 1015.6 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,645 [INFO] CURR_VOL: 1091.2 | MEAN: 1009.6 | MEDIAN: 1015.3 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,645 [INFO] CURR_VOL: 1021.9 | MEAN: 1010.1 | MEDIAN: 1015.6 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,645 [INFO] CURR_VOL: 1267.6 | MEAN: 1010.2 | MEDIAN: 1017.0 | DELTA: +0.0 | GROW: True
2026-07-21 20:10:19,645 [INFO] CURR_VOL: 1006.6 | MEAN: 1011.7 | MEDIAN: 1018.3 | DELTA: +0.0 | GROW: False
2026-07-21 20:10:19,647 [INFO] CURR_VOL: 2500.0 | MEAN: 1011.7 | MEDIAN: 1017.0 | DELTA: +800.0 | GROW: True
